gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,score,sum_click
M,London Region,HE Qualification,40-50%,0-35,0,120,N,Distinction,91.64285714285714,1048.0
F,West Midlands Region,A Level or Equivalent,10-20%,0-35,0,60,N,Pass,70.85714285714286,1555.0
F,East Anglian Region,HE Qualification,40-50%,0-35,1,145,N,Pass,76.375,983.0
F,East Anglian Region,Lower Than A Level,10-20%,0-35,4,60,N,Fail,0.0,
F,London Region,Lower Than A Level,20-30%,0-35,3,120,N,Fail,30.0,220.0
M,North Western Region,A Level or Equivalent,90-100%,0-35,0,180,N,Fail,43.75,833.0
F,West Midlands Region,Lower Than A Level,10-20%,0-35,1,120,N,Pass,76.5,876.0
M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction,83.22222222222223,2881.0
M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Distinction,80.94117647058823,4647.0
F,London Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,70.78571428571429,401.0
M,South Region,A Level or Equivalent,90-100%,0-35,2,130,N,Distinction,84.5,157.0
M,London Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,46.09090909090909,1700.0
M,North Region,A Level or Equivalent,0-10%,35-55,0,60,N,Distinction,92.0,337.0
F,South Region,HE Qualification,80-90%,0-35,0,90,N,Pass,58.5,323.0
F,Yorkshire Region,HE Qualification,30-40%,0-35,0,60,N,Pass,63.785714285714285,1542.0
M,South Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,76.91304347826087,5424.0
F,South Region,HE Qualification,80-90%,35-55,0,120,N,Pass,50.4,1116.0
M,London Region,A Level or Equivalent,90-100%,0-35,0,90,N,Pass,78.85714285714286,668.0
M,South East Region,A Level or Equivalent,80-90%,0-35,1,90,N,Pass,69.5,52.0
F,South East Region,HE Qualification,40-50%,0-35,0,60,N,Pass,51.07142857142857,681.0
F,North Western Region,HE Qualification,20-30%,0-35,0,60,N,Pass,50.785714285714285,1477.0
M,South West Region,A Level or Equivalent,60-70%,35-55,0,60,N,Fail,0.0,
M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,79.25,1359.0
M,Yorkshire Region,Lower Than A Level,0-10%,0-35,2,60,N,Distinction,80.875,998.0
M,Wales,HE Qualification,10-20%,35-55,0,120,N,Pass,74.84615384615384,3796.0
F,South West Region,A Level or Equivalent,60-70%,35-55,4,120,N,Pass,50.15384615384615,842.0
F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Distinction,93.5,2728.0
F,West Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,66.33333333333333,1312.0
F,South East Region,Lower Than A Level,30-40%,0-35,2,150,N,Pass,64.28571428571429,1420.0
F,North Region,A Level or Equivalent,40-50%,0-35,1,280,N,Pass,57.833333333333336,2482.0
F,South Region,A Level or Equivalent,20-30%,0-35,1,60,N,Distinction,81.14285714285714,704.0
F,South Region,A Level or Equivalent,80-90%,0-35,0,60,Y,Pass,57.142857142857146,1054.0
F,South Region,Lower Than A Level,80-90%,0-35,2,60,N,Pass,52.214285714285715,2736.0
F,South Region,Post Graduate Qualification,90-100%,35-55,0,60,N,Pass,71.0,473.0
F,South West Region,A Level or Equivalent,50-60%,0-35,0,115,N,Fail,17.0,31.0
M,North Western Region,A Level or Equivalent,80-90%,0-35,0,180,N,Fail,0.0,
M,West Midlands Region,A Level or Equivalent,0-10%,0-35,1,120,N,Pass,65.0,667.0
M,South East Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,0.0,38.0
F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,91.35714285714286,3201.0
M,South East Region,A Level or Equivalent,60-70%,0-35,1,120,Y,Pass,50.0,476.0
F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,Y,Pass,59.0,164.0
F,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Pass,54.333333333333336,1001.0
M,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,43.857142857142854,1203.0
M,North Region,A Level or Equivalent,40-50%,35-55,1,60,N,Pass,67.3,1625.0
F,South Region,A Level or Equivalent,20-30%,0-35,2,60,N,Pass,62.333333333333336,655.0
F,Wales,A Level or Equivalent,90-100%,0-35,2,120,N,Fail,0.0,222.0
M,North Western Region,Lower Than A Level,20-30%,35-55,0,70,N,Pass,70.52631578947368,7655.0
M,Yorkshire Region,Lower Than A Level,10-20%,0-35,0,90,N,Fail,32.0,588.0
F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,53.0,168.0
F,East Anglian Region,HE Qualification,90-100%,35-55,0,90,N,Distinction,84.42857142857143,2330.0
F,East Anglian Region,A Level or Equivalent,50-60%,0-35,2,120,N,Fail,0.0,122.0
F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,90,N,Pass,63.583333333333336,404.0
F,East Midlands Region,Lower Than A Level,70-80%,0-35,1,70,N,Distinction,82.5,756.0
M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,Y,Pass,56.0,478.0
M,North Western Region,No Formal quals,20-30%,0-35,1,120,N,Pass,60.473684210526315,9642.0
M,West Midlands Region,Lower Than A Level,90-100%,35-55,2,120,N,Pass,63.69230769230769,1916.0
F,East Midlands Region,A Level or Equivalent,70-80%,0-35,1,60,N,Pass,67.5,444.0
F,Wales,Lower Than A Level,50-60%,0-35,0,150,N,Pass,58.0,538.0
M,Yorkshire Region,HE Qualification,40-50%,0-35,1,90,N,Fail,32.0,51.0
M,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,Distinction,92.0,3324.0
M,Yorkshire Region,HE Qualification,30-40%,0-35,1,120,N,Distinction,80.34782608695652,2542.0
F,Wales,A Level or Equivalent,30-40%,35-55,0,90,N,Pass,67.28571428571429,1469.0
M,East Anglian Region,A Level or Equivalent,90-100%,0-35,1,60,N,Distinction,89.5,737.0
M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,Y,Pass,54.5,934.0
M,Scotland,A Level or Equivalent,50-60%,0-35,2,60,N,Pass,70.33333333333333,349.0
M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction,85.85714285714286,2865.0
F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,68.0,915.0
M,South Region,Lower Than A Level,40-50%,0-35,0,60,Y,Pass,59.4,321.0
M,South Region,A Level or Equivalent,80-90%,0-35,0,90,N,Fail,0.0,19.0
M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,Y,Fail,0.0,
F,South Region,HE Qualification,80-90%,0-35,0,60,N,Distinction,89.21739130434783,17503.0
M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,70,N,Pass,59.25,2039.0
M,East Anglian Region,HE Qualification,70-80%,35-55,1,60,N,Pass,75.0,667.0
M,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Fail,29.142857142857142,181.0
F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,180,Y,Fail,0.0,31.0
F,London Region,A Level or Equivalent,10-20%,0-35,0,120,N,Fail,45.0,352.0
F,Scotland,Lower Than A Level,20-30%,0-35,0,90,Y,Pass,51.666666666666664,266.0
F,South East Region,HE Qualification,30-40%,0-35,2,120,N,Pass,71.45454545454545,464.0
F,Ireland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,58.75,1169.0
M,Scotland,HE Qualification,90-100%,0-35,0,120,N,Fail,19.666666666666668,261.0
M,South West Region,A Level or Equivalent,20-30%,0-35,3,120,N,Pass,48.22222222222222,270.0
F,Ireland,Lower Than A Level,60-70%,0-35,1,120,N,Pass,61.625,460.0
F,East Midlands Region,HE Qualification,50-60%,35-55,0,60,N,Distinction,94.92857142857143,6180.0
M,Scotland,A Level or Equivalent,40-50%,0-35,1,120,Y,Fail,0.0,160.0
M,Scotland,A Level or Equivalent,0-10%,0-35,0,60,Y,Fail,0.0,823.0
F,South West Region,Lower Than A Level,10-20%,0-35,1,210,N,Pass,63.0,63.0
F,East Anglian Region,HE Qualification,90-100%,0-35,0,60,N,Pass,78.61538461538461,1713.0
M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,240,N,Pass,64.0,188.0
F,London Region,HE Qualification,20-30%,35-55,0,60,N,Distinction,81.42857142857143,1332.0
M,East Anglian Region,A Level or Equivalent,20-30%,0-35,2,60,N,Pass,74.44444444444444,567.0
M,South East Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,48.2,248.0
F,London Region,A Level or Equivalent,80-90%,0-35,3,240,N,Pass,53.888888888888886,287.0
M,South Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,71.5,387.0
F,South East Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,73.71428571428571,2019.0
M,North Western Region,Lower Than A Level,0-10%,0-35,2,120,N,Fail,22.5,52.0
F,South Region,A Level or Equivalent,90-100%,35-55,2,120,N,Pass,55.5,1375.0
M,North Region,Lower Than A Level,50-60%,0-35,1,210,N,Pass,79.5,525.0
F,Scotland,Lower Than A Level,50-60%,35-55,0,120,N,Pass,48.625,1102.0
M,South Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,17.0,185.0
M,South East Region,A Level or Equivalent,90-100%,0-35,2,60,N,Pass,76.14285714285714,1292.0
M,South Region,Lower Than A Level,90-100%,0-35,0,90,N,Pass,75.15384615384616,931.0
M,Wales,A Level or Equivalent,10-20%,0-35,0,90,N,Fail,0.0,7.0
F,Scotland,A Level or Equivalent,40-50%,0-35,1,120,Y,Pass,69.53846153846153,1015.0
F,East Anglian Region,A Level or Equivalent,70-80%,35-55,1,225,N,Pass,61.333333333333336,230.0
F,Wales,A Level or Equivalent,70-80%,35-55,0,60,N,Distinction,81.14285714285714,2006.0
F,Scotland,A Level or Equivalent,30-40%,0-35,0,60,Y,Fail,0.0,264.0
F,North Western Region,A Level or Equivalent,60-70%,35-55,0,180,N,Pass,65.0,780.0
M,West Midlands Region,A Level or Equivalent,20-30%,0-35,1,120,N,Pass,75.6,284.0
M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,67.28571428571429,2086.0
F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,75.14285714285714,472.0
M,London Region,A Level or Equivalent,20-30%,0-35,2,130,N,Fail,29.0,47.0
F,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,60,N,Fail,42.416666666666664,2088.0
M,Scotland,HE Qualification,50-60%,0-35,0,90,N,Pass,76.9090909090909,276.0
M,North Western Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,50.0,125.0
M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,38.22222222222222,817.0
F,East Midlands Region,Lower Than A Level,60-70%,0-35,2,120,N,Pass,50.0,102.0
M,West Midlands Region,Lower Than A Level,60-70%,35-55,1,120,N,Fail,0.0,37.0
F,Wales,Lower Than A Level,0-10%,35-55,0,60,N,Fail,0.0,
M,South Region,Lower Than A Level,60-70%,35-55,0,70,N,Pass,71.33333333333333,1793.0
M,North Region,Lower Than A Level,30-40%,0-35,1,120,N,Fail,42.0,1544.0
M,South West Region,A Level or Equivalent,50-60%,0-35,0,75,N,Pass,56.833333333333336,1298.0
F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,62.785714285714285,1178.0
M,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,60,N,Pass,75.83333333333333,1081.0
M,South Region,A Level or Equivalent,80-90%,0-35,0,90,N,Fail,43.785714285714285,563.0
F,South East Region,A Level or Equivalent,10-20%,0-35,0,60,N,Pass,77.0,228.0
M,North Region,HE Qualification,0-10%,55<=,0,90,N,Fail,0.0,175.0
M,East Midlands Region,HE Qualification,60-70%,0-35,0,60,N,Distinction,90.33333333333333,1694.0
F,Scotland,Lower Than A Level,80-90%,35-55,1,120,N,Fail,0.0,28.0
F,East Anglian Region,HE Qualification,60-70%,35-55,1,60,N,Pass,71.0,710.0
F,South East Region,Lower Than A Level,20-30%,0-35,1,150,N,Distinction,83.5,2008.0
M,South West Region,HE Qualification,60-70%,0-35,0,60,N,Distinction,93.88888888888889,1095.0
F,Scotland,HE Qualification,40-50%,35-55,0,70,N,Pass,68.8695652173913,11468.0
M,South West Region,A Level or Equivalent,70-80%,0-35,1,150,N,Fail,38.15384615384615,831.0
F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,210,N,Pass,70.75,533.0
M,London Region,Lower Than A Level,80-90%,35-55,0,80,N,Fail,38.2,475.0
M,South Region,A Level or Equivalent,90-100%,0-35,0,180,N,Fail,0.0,
F,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,67.58333333333333,1648.0
M,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,85.85714285714286,1233.0
M,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,Distinction,84.15384615384616,846.0
F,South Region,Lower Than A Level,10-20%,35-55,0,60,N,Fail,15.0,93.0
M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,1,180,N,Pass,74.07142857142857,1023.0
M,Wales,Lower Than A Level,10-20%,0-35,0,60,N,Pass,68.55555555555556,783.0
F,Ireland,HE Qualification,90-100%,0-35,0,60,N,Pass,73.0,514.0
F,East Anglian Region,HE Qualification,80-90%,0-35,1,150,N,Pass,74.21428571428571,2848.0
F,South East Region,Lower Than A Level,20-30%,35-55,1,210,N,Fail,43.0,55.0
M,London Region,HE Qualification,50-60%,35-55,0,60,N,Distinction,90.0,2946.0
F,East Midlands Region,Lower Than A Level,30-40%,35-55,1,240,Y,Fail,0.0,
M,London Region,A Level or Equivalent,60-70%,35-55,0,90,N,Distinction,82.78571428571429,3382.0
M,South East Region,Lower Than A Level,80-90%,0-35,0,90,N,Pass,51.09090909090909,1759.0
M,North Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,59.5,2574.0
F,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,0.0,1.0
F,Wales,HE Qualification,20-30%,0-35,1,60,N,Pass,53.92857142857143,2801.0
M,Scotland,HE Qualification,70-80%,35-55,0,60,N,Pass,71.78571428571429,8551.0
M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,77.16666666666667,1936.0
F,Yorkshire Region,HE Qualification,10-20%,0-35,0,60,N,Pass,72.35714285714286,2543.0
F,Wales,Lower Than A Level,40-50%,0-35,0,60,N,Pass,76.0,486.0
F,London Region,HE Qualification,10-20%,35-55,1,120,N,Pass,48.30769230769231,1446.0
M,North Region,Lower Than A Level,10-20%,0-35,0,60,N,Pass,49.53846153846154,1180.0
M,Wales,A Level or Equivalent,10-20%,0-35,0,60,N,Distinction,91.5,1137.0
F,North Region,HE Qualification,0-10%,0-35,0,60,N,Distinction,84.0,595.0
M,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass,79.33333333333333,591.0
M,South East Region,Lower Than A Level,80-90%,0-35,0,90,N,Fail,0.0,82.0
F,London Region,HE Qualification,40-50%,0-35,0,60,N,Distinction,89.28571428571429,1979.0
F,Scotland,HE Qualification,30-40%,0-35,0,120,N,Pass,47.69230769230769,726.0
M,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,70.5,2072.0
M,North Western Region,Lower Than A Level,20-30%,35-55,2,120,N,Pass,66.16666666666667,3744.0
M,West Midlands Region,Lower Than A Level,20-30%,35-55,1,120,Y,Pass,68.5,1.0
M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,0.0,55.0
M,South East Region,HE Qualification,60-70%,0-35,0,155,N,Distinction,87.21428571428571,1700.0
F,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction,80.58333333333333,1674.0
F,Ireland,HE Qualification,60-70%,0-35,0,60,N,Fail,0.0,448.0
M,North Region,Post Graduate Qualification,0-10%,55<=,0,60,N,Distinction,88.9090909090909,5053.0
F,London Region,A Level or Equivalent,20-30%,35-55,0,60,N,Fail,0.0,10.0
F,London Region,Lower Than A Level,0-10%,0-35,1,120,N,Pass,66.5,495.0
F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,1,120,N,Pass,46.333333333333336,168.0
F,London Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Pass,69.64285714285714,623.0
M,London Region,HE Qualification,10-20%,35-55,0,60,N,Pass,67.07692307692308,1334.0
M,North Western Region,HE Qualification,50-60%,0-35,0,60,N,Distinction,89.92857142857143,1660.0
M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,35.8,1462.0
F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,Y,Pass,60.5,171.0
M,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,0.0,
M,South West Region,No Formal quals,20-30%,0-35,2,60,N,Fail,0.0,91.0
F,South West Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,46.714285714285715,3478.0
F,North Region,Lower Than A Level,20-30%,0-35,0,60,N,Distinction,81.46153846153847,788.0
M,South Region,Lower Than A Level,50-60%,0-35,0,60,Y,Pass,76.23076923076923,1111.0
M,South Region,A Level or Equivalent,90-100%,0-35,1,60,N,Fail,0.0,111.0
M,London Region,HE Qualification,0-10%,0-35,0,120,N,Distinction,81.07142857142857,1483.0
F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,52.25,184.0
F,North Region,A Level or Equivalent,0-10%,35-55,0,60,N,Distinction,83.375,718.0
M,North Region,A Level or Equivalent,10-20%,0-35,1,60,N,Fail,0.0,15.0
M,Wales,A Level or Equivalent,80-90%,0-35,1,120,N,Pass,59.25,149.0
M,East Midlands Region,Lower Than A Level,40-50%,0-35,1,120,N,Fail,39.5,197.0
M,North Western Region,HE Qualification,70-80%,0-35,0,60,N,Pass,78.53846153846153,1180.0
F,East Anglian Region,Lower Than A Level,10-20%,0-35,0,60,N,Pass,52.44444444444444,421.0
M,South West Region,HE Qualification,50-60%,35-55,0,130,N,Distinction,85.05263157894737,3534.0
F,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,62.714285714285715,2213.0
M,West Midlands Region,HE Qualification,20-30%,0-35,0,60,N,Pass,71.07692307692308,1118.0
M,North Western Region,HE Qualification,60-70%,0-35,0,60,N,Pass,61.07692307692308,3648.0
F,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,56.57142857142857,1936.0
M,Yorkshire Region,A Level or Equivalent,10-20%,35-55,0,60,N,Pass,55.214285714285715,1891.0
F,South West Region,A Level or Equivalent,20-30%,0-35,0,90,N,Pass,68.5,953.0
M,London Region,Lower Than A Level,50-60%,0-35,1,120,N,Pass,60.42857142857143,121.0
F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,Y,Pass,76.71428571428571,1002.0
M,London Region,A Level or Equivalent,20-30%,0-35,0,70,N,Distinction,89.21428571428571,714.0
F,Wales,Lower Than A Level,90-100%,0-35,0,180,N,Fail,0.0,20.0
M,East Midlands Region,Lower Than A Level,90-100%,35-55,0,60,N,Distinction,88.9090909090909,4739.0
F,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,72.375,374.0
M,North Region,Lower Than A Level,0-10%,0-35,1,130,N,Fail,0.0,
M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,64.11111111111111,356.0
M,South Region,HE Qualification,40-50%,0-35,1,120,N,Pass,60.0,243.0
F,Wales,HE Qualification,20-30%,0-35,0,120,N,Fail,35.25,3070.0
F,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,70.14285714285714,946.0
F,West Midlands Region,A Level or Equivalent,0-10%,0-35,1,120,N,Pass,61.90909090909091,1336.0
F,East Anglian Region,A Level or Equivalent,40-50%,0-35,2,250,N,Pass,63.857142857142854,2014.0
F,South East Region,A Level or Equivalent,10-20%,0-35,2,60,N,Fail,44.0,56.0
M,Ireland,A Level or Equivalent,0-10%,35-55,0,60,N,Fail,34.0,460.0
F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Distinction,93.0,1125.0
F,London Region,Lower Than A Level,50-60%,0-35,2,150,N,Pass,60.07142857142857,829.0
M,Yorkshire Region,Lower Than A Level,0-10%,0-35,3,210,N,Fail,0.0,15.0
F,South Region,A Level or Equivalent,20-30%,0-35,0,90,N,Pass,74.33333333333333,2116.0
F,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,80.6875,4381.0
M,Scotland,Lower Than A Level,80-90%,0-35,0,60,N,Fail,0.0,151.0
M,Wales,Lower Than A Level,70-80%,0-35,0,60,N,Fail,36.125,429.0
F,North Region,A Level or Equivalent,0-10%,35-55,0,180,N,Fail,0.0,
F,London Region,HE Qualification,50-60%,35-55,0,60,N,Fail,33.30769230769231,1786.0
F,East Anglian Region,Lower Than A Level,20-30%,0-35,2,60,N,Fail,0.0,1.0
M,East Midlands Region,HE Qualification,30-40%,0-35,1,150,N,Distinction,88.38461538461539,1019.0
F,East Midlands Region,HE Qualification,10-20%,0-35,0,60,N,Pass,55.75,482.0
F,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,57.3,1478.0
F,South West Region,A Level or Equivalent,70-80%,35-55,0,80,N,Distinction,83.78571428571429,2231.0
F,South West Region,HE Qualification,90-100%,0-35,1,60,N,Pass,69.0,628.0
M,South Region,Lower Than A Level,90-100%,0-35,3,120,N,Pass,65.4,479.0
F,South West Region,A Level or Equivalent,70-80%,0-35,1,120,N,Pass,71.77777777777777,448.0
F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,55.785714285714285,3063.0
M,Scotland,Lower Than A Level,90-100%,0-35,0,60,N,Pass,68.0,342.0
F,London Region,Lower Than A Level,80-90%,0-35,1,210,N,Fail,0.0,
M,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,Pass,60.76470588235294,1534.0
F,London Region,Lower Than A Level,60-70%,35-55,0,60,N,Distinction,81.14285714285714,963.0
F,North Western Region,A Level or Equivalent,0-10%,0-35,1,120,N,Fail,40.0,90.0
M,North Western Region,A Level or Equivalent,90-100%,0-35,2,120,N,Fail,0.0,203.0
M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,75.58333333333333,724.0
M,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,65.58333333333333,4071.0
M,South Region,Lower Than A Level,60-70%,0-35,0,120,N,Distinction,80.78571428571429,1443.0
F,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Pass,68.0,1199.0
F,South West Region,Lower Than A Level,60-70%,35-55,0,60,Y,Pass,55.76923076923077,1514.0
F,South West Region,A Level or Equivalent,70-80%,0-35,0,130,N,Fail,0.0,
M,Scotland,A Level or Equivalent,90-100%,0-35,0,90,N,Pass,56.1,313.0
F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,74.36363636363636,1355.0
M,Wales,HE Qualification,40-50%,35-55,2,120,N,Distinction,89.0,272.0
F,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Distinction,86.4,1569.0
F,East Anglian Region,HE Qualification,30-40%,35-55,0,120,N,Fail,0.0,
M,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,57.0,1083.0
M,East Midlands Region,Post Graduate Qualification,60-70%,35-55,0,60,N,Pass,55.666666666666664,823.0
M,Wales,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,69.5,1212.0
M,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Fail,8.0,111.0
